Sr.No,District,Disaster Type,Disaster Date,Section,Gram Panchayat,Asset Category,Name of the Road,Total Length of Road (in Km),Road Category,Road Types (materials),Road Type Material (other),RD/Location name,Length of Totally Damaged Roads (in meters),Length of Severely Damaged Roads (in meters),Length of Minor Damaged Roads (in Meters),Retaining Wall Damaged,Length of Retaining Wall Damaged (in meters),Breast Wall Damaged,Length of Breast Wall Damaged (in meters),Severity of Hume Pipe Damage,Number of Hume Pipes Damaged,Severity of Slab / Box Culvert Damage,Number of Slab / Box Culvert Damage,Severeity of Causeway Damage,Number of Causeway  Damaged,Roadside Drainage Damaged,Length of Roadside Drainage Damaged (in meters),Estimated Amount (in Lakhs),Remarks,Latitude,Longitude,,,
95,Bilaspur,Landslide,06-08-2025,Kalol(Kalol),Dhani,Roads,Marotan to dhani,8,Village Road,Black Top,,6/520,50,50,0,,,Severely Damaged,10,,,,,,,Severely Damaged,0,1.5,Tree fallen,31.277564,76.644064,Recieved from Others,Raj kumar ,9817467641
96,Bilaspur,Landslide,30-07-2025,Bharari-i(Bharari),Bharari,Roads,MIHARA KHL DALOTE KUHADRE ROAD,4,Village Road,Black Top,,1/710,,70,0,,,,,,,,,,,Minor Damage,70,8,VALLEY SIDE LANDSLIDE NEED R/WALL,31.545771,76.653605,Self Visit,,
97,Bilaspur,Landslide,06-07-2025,Bharari-i(Bharari),TAROUN,Roads,TARGHEL TO LADROUR ROAD,6.825,Village Road,Black Top,,0/055 TO 0/110,,45,0,Severely Damaged,10,,,,,,,,,Minor Damage,55,20,VALLEY SIDE LANDSLIDE NEED R/WALL,31.539816,76.620115,Self Visit,,
98,Bilaspur,Excessive Rain,06-08-2025,Kalol(Kalol),Dhani,Roads,Marotan to dhani,8,Village Road,Black Top,,5/910,10,10,0,,,,,,,,,,,Totally Damaged,40,0.2,Tree fallen,31.278396,76.64642,Recieved from Others,Raj kumar ,9817467641
99,Bilaspur,Landslide,06-07-2025,Bharari-i(Bharari),TAROUN,Roads,TARGHEL TO LADROUR ROAD,6.825,Village Road,Black Top,,0/740 TO 0/780,40,40,0,,,,,,,,,,,Minor Damage,40,3,HILL SIDE LANDSLIDE NEED EDGEWALL,31.539816,76.620115,Self Visit,,
100,Bilaspur,Excessive Rain,06-07-2025,Bharari-i(Bharari),BAROTA,Roads,SUSNAL BALDA BHAGYUNDA ROAD ,4.565,Village Road,Black Top,,1/300 TO 1/545,,245,0,,,,,,,,,,,Minor Damage,40,15,,31.537066,76,Self Visit,,
101,Bilaspur,Landslide,02-08-2025,Kalol(Kalol),Malangan,Roads,Link road to village kallar,1.5,Village Road,Black Top,,0/220 to 0/280,55,55,0,Minor Damage,5,,,,,,,,,Totally Damaged,60,1,,31.375674,76.599184,Self Visit,,
102,Bilaspur,Excessive Rain,06-08-2025,Kalol(Kalol),Dhani,Roads,Marotan to dhani,8,Village Road,Black Top,,3/570,10,10,0,,,,,,,,,,,Severely Damaged,20,0.1,,31.280391,76.661514,Recieved from Others,Raj kumar ,9817467641
103,Bilaspur,Excessive Rain,02-08-2025,Kothipura(Sub-divn. no-3),Kothipura,Roads, Link Road to  HB Naisarli ,2.75,Village Road,Black Top,,RD 0/490 to 0/520,30,30,30,Severely Damaged,30,,,,,,,,,,,5,R/wall & Road CRUST ,31.28871467,76.75667199,Self Visit,,
104,Bilaspur,Excessive Rain,02-08-2025,Deoth(Sub-divn. no-3),Deoth,Roads,Brahmpukhar Deoth Shelli Road ,11.48,Village Road,Black Top,,RD 4/300 to 4/350,50,50,0,,,,,,,,,,,,,0.5,Slips &Road Crust ,31.25213459,76.81294168,Self Visit,,
105,Bilaspur,Excessive Rain,02-08-2025,Store (dholra)(Sub-divn. no-3),Kallar ,Roads,National Highway No.205,5,Major District Road,Black Top,,RD 116/00 to 121/00,800,,800,,,,,,,,,,,,,2,"Road Crust & Slips , Pot hole ",31.28282142,76.74143503,Self Visit,,
106,Bilaspur,Landslide,01-08-2025,Kalol(Kalol),Salwad,Roads,Marotan to dhani,8,Village Road,Black Top,,2/230 to 2/300,70,70,0,,,,,,,,,,,Totally Damaged,70,1,,31.284681,76.653837,Self Visit,,
107,Bilaspur,Landslide,01-08-2025,Kalol(Kalol),Paploa,Roads,Buhad to malhot,5.79,Village Road,Black Top,,2/380 to 2/400,20,20,0,,,,,,,,,,,Totally Damaged,300,1.5,,31.298603,76.642378,Self Visit,,
108,Bilaspur,Excessive Rain,02-08-2025,Deoth(Sub-divn. no-3),Methi ,Roads,Link road Maithi to Saikali ,4.24,Village Road,Black Top,,RD 2/570 to 2/600,30,30,0,,,,,,,,,,,,,0.3,Road Crust &Slips ,31.23608063,7.68031E+15,Self Visit,,
109,Bilaspur,Landslide,06-08-2025,Kalol(Kalol),Dhani,Roads,Marotan to dhani,8,Village Road,Black Top,,5/120,40,40,0,,,Severely Damaged,10,,,,,,,Totally Damaged,100,2.5,,31.280514,76.651041,Recieved from Others,Raj kumar ,9817467641
110,Bilaspur,Landslide,03-08-2025,Kalol(Kalol),Salwad,Roads,Baghchhal to marotan,4,Village Road,Black Top,,0/400 to 0/460,60,60,0,,,Minor Damage,5,,,,,,,Severely Damaged,150,1,,31.263161,76.68328,Self Visit,,
111,Bilaspur,Landslide,03-08-2025,Kalol(Kalol),Salwad,Roads,Marotan to dhani,8,Village Road,Black Top,,2/920 to 2/950,30,30,0,,,Severely Damaged,15,,,,,,,Severely Damaged,50,1,,31.337795,76.69162,Self Visit,,
112,Bilaspur,Landslide,04-08-2025,Kalol(Kalol),Malangan,Roads,Link road to village kallar,1.5,Village Road,Black Top,,0/010 to 0/040,30,30,0,,,Severely Damaged,5,,,,,,,Severely Damaged,40,1,,31.374033,76.600967,Self Visit,,
113,Bilaspur,Excessive Rain,04-08-2025,Chharol(Sub-divn. no-3),Chharol ,Roads,National Highway No.205,11,Major District Road,Black Top,,112/095 to  112/470,25,25,0,Severely Damaged,25,,,,,,,,,,,5,Metal Crash Barrier,31.25,76.77,Self Visit,,
114,Bilaspur,Excessive Rain,04-08-2025,Chharol(Sub-divn. no-3),Chharol,Roads,National Highway No.205,11,Major District Road,Black Top,,112/390 to 112/400,10,10,0,Severely Damaged,10,,,,,,,,,,,1.5,R/wall ,31.26,76.75,Self Visit,,
115,Bilaspur,Excessive Rain,04-08-2025,Chharol(Sub-divn. no-3),Chharol ,Roads,National Highway No.205 ,11,Major District Road,Black Top,,107/730 to 107/755,25,25,0,,,,,,,,,,,,,1.5,RequiredMetal Crash Barrier ,31.25,76.77,Self Visit,,
116,Bilaspur,Excessive Rain,07-08-2025,Buhad(Kalol),Jaddu Kulzair,Roads,Jaddu Kosherian,14.3,Village Road,Black Top,,5/240,20,20,0,,,,,,,,,,,Minor Damage,50,0.5,Land slides,31.40147,76.528932,Self Visit,,
117,Bilaspur,Landslide,06-08-2025,Kalol(Kalol),Dhani,Roads,Marotan to dhani,8,Village Road,Black Top,,5/640,100,100,0,,,,,,,,,,,Totally Damaged,100,0.5,,31.278225,76.6471,Recieved from Others,Raj kumar ,9817467641
118,Bilaspur,Landslide,06-08-2025,Kalol(Kalol),Dhani,Roads,Marotan to dhani,8,Village Road,Black Top,,5/220,100,100,0,,,,,,,,,,,Totally Damaged,100,0.5,,31.279527,76.65045,Recieved from Others,Raj kumar ,9817467641
119,Bilaspur,Landslide,05-08-2025,Deoth(Sub-divn. no-3),Deoth,Roads,Brahmpukhar Deoth Shelli Road ,11.48,Village Road,Black Top,,4/300 to 4/350,50,50,0,,,,,,,,,,,,,0.5,Slips  ,31.25,76.81,Self Visit,,
120,Bilaspur,Excessive Rain,05-08-2025,Deoth(Sub-divn. no-3),Deoth,Roads,Brahmpukhar Deoth Shelli Road,11.48,Village Road,Black Top,,11/090 to 11/120,30,30,0,,,,,,,,,,,,,0.3,Slips & Crust ,31.22,76.83,Self Visit,,
121,Bilaspur,Landslide,05-08-2025,Deoth(Sub-divn. no-3),Deoth ,Roads,Deoth Lagghat Jamli Road ,113.18,Village Road,Black Top,,2/380 to 2/400,20,20,0,,,,,,,,,,,,,0.2,Slips,31.24,75,Self Visit,,
122,Bilaspur,Excessive Rain,05-08-2025,Deoth(Sub-divn. no-3),Deoth ,Roads, Deoth to  Dabbar  Road ,10.96,Village Road,Black Top,,0/0 to 8/00,200,,200,,,,,,,,,,,,,1.5,Slips & Crust ,31.24,76.83,Self Visit,,
123,Bilaspur,Excessive Rain,05-08-2025,Deoth(Sub-divn. no-3),Meathi ,Roads,Link road Maithi to Saikali ,4.24,Village Road,Black Top,,2/590 to 2/600,10,,10,,,,,,,,,,,,,0.2,Road Crust &slips ,31.23,76.8,Self Visit,,
124,Bilaspur,Landslide,05-08-2025,Kothipura(Sub-divn. no-3),KACHOULI,Roads,Rajpura to Chilla Charanmore Road,5.21,Village Road,Black Top,,1/620 to 1/635,15,15,0,,,,,,,,,,,,,0.5,Road Slips & Crust ,31.26,76.78,Self Visit,,
125,Bilaspur,Landslide,06-08-2025,Kalol(Kalol),Dhani,Roads,Marotan to dhani,8,Village Road,Black Top,,3/700 to 3/730,30,30,0,,,,,,,,,,,Totally Damaged,0,0.5,,31.284888,76.653016,Recieved from Others,Raj kumar ,9817467641
126,Bilaspur,Landslide,06-08-2025,Kalol(Kalol),Salwad,Roads,Marotan to dhani,8,Village Road,Black Top,,2/910 to 2/940,30,30,0,,,Severely Damaged,15,,,,,,,Totally Damaged,40,3.5,,31.285515,76.656765,Recieved from Others,Raj kumar ,9817467641
127,Bilaspur,Landslide,02-08-2025,Berthin(Berthin),Nihan,Roads,Baroha Sunhani Road,7,Village Road,Black Top,,6/300,250,250,0,Minor Damage,100,Minor Damage,80,Minor Damage,1,,,,,Totally Damaged,5,0.5,,31.409395,76.672927,Self Visit,,
128,Bilaspur,Excessive Rain,06-08-2025,Kalol(Kalol),Salwad,Roads,Baghchhal to marotan,4,Village Road,Black Top,,1/180 to 1/205,25,,25,Totally Damaged,25,,,,,,,,,Minor Damage,50,6.5,,31.266493,76.682949,Recieved from Others,Raj kumar ,9817467641
129,Bilaspur,Landslide,06-08-2025,Kothipura(Sub-divn. no-3),Rajpura,Roads,Rajpura to Chilla Charanmore Road ,5.21,Village Road,Black Top,,0/605 to 0/695,90,,90,,,Severely Damaged,90,,,,,,,,,3.5,"Road crust ,slips & B/WALL ",31.271,767.874,Self Visit,,
130,Bilaspur,Landslide,06-08-2025,Kothipura(Sub-divn. no-3),KOTHIPURA,Roads,Link road NH-205 to Mehrog,1.18,Village Road,Black Top,,0/270 TO 0/380,110,,110,,,Severely Damaged,110,,,,,,,,,2.5,"Road Crust ,slips & Proposed B/wall ",31.28,76,Self Visit,,
131,Bilaspur,Excessive Rain,06-08-2025,Kothipura(Sub-divn. no-3),RAJPURA ,Roads,Kothipura to Deoth road,8.78,Village Road,Black Top,,7/195 TO 7/625,400,400,0,,,,,,,,,,,,,1,Road Slips &Crust ,31.254,76.805,Self Visit,,
132,Bilaspur,Excessive Rain,06-08-2025,Chharol(Sub-divn. no-3),Meathi ,Roads,Deoth Lagghat Jamli Road ,13.18,Village Road,Black Top,,9/870 to 9/900,30,30,0,,,,,,,,,,,,,0.8,Road Crust &Slips ,31.23,76.792,Self Visit,,
133,Bilaspur,Landslide,06-08-2025,Deoth(Sub-divn. no-3),Deoth ,Roads,Brahmpukhar Deoth Shelli Road,11.48,Village Road,Black Top,,4/300 to 4/360,60,,60,,,,,,,,,,,,,0.4,Road Slips & Road Crust ,31.252,76.812,Self Visit,,
134,Bilaspur,Landslide,06-08-2025,Kalol(Kalol),Paploa,Roads,Buhad to malhot,5.79,Village Road,Black Top,,3/300 to 3/330,30,30,0,,,,,,,,,,,Severely Damaged,150,1,,31.294308,76.644993,Recieved from Others,Raj kumar ,9817467641
135,Bilaspur,Excessive Rain,06-08-2025,Deoth(Sub-divn. no-3),Deoth ,Roads,Brahmpukhar Deoth Shelli Road ,11.3,Village Road,Black Top,,2/135 to 2/180,55,,55,,,,,,,,,,,,,0.2,Slips ,31.25317416,76.82108736,Self Visit,,
136,Bilaspur,Excessive Rain,06-08-2025,Deoth(Sub-divn. no-3),Deoth Meathi ,Roads,Deoth Lagghat Jamli Road,13.18,Village Road,Black Top,,2/350 to 2/370,20,,20,,,,,,,,,,,,,0.2,Slips,31.23955771,76.79640797,Self Visit,,
137,Bilaspur,Excessive Rain,06-08-2025,Deoth(Sub-divn. no-3),Deoth ,Roads,Link road Maithi to Saikali ,4.24,Village Road,Black Top,,2/630 to 2/650,20,20,0,Minor Damage,20,,,,,,,,,,,3.5,R/wall,31.23592224,76.80307358,Self Visit,,
138,Bilaspur,Excessive Rain,06-08-2025,Deoth(Sub-divn. no-3),Deoth ,Roads, Deoth to  Dabbar  Road ,10.96,Village Road,Black Top,,5/650 to 5/670,20,20,0,,,,,,,,,,,,,0.1,Slips,31.24794128,76.82416796,Self Visit,,
139,Bilaspur,Landslide,07-08-2025,Kalol(Kalol),Dhani,Roads,Marotan to dhani,8,Village Road,Black Top,,5/220 to 5/260,40,40,0,,,,,,,,,,,Totally Damaged,100,1,,31.279552,76.650827,Recieved from Others,Raj kumar ,9817467641
140,Bilaspur,Landslide,07-08-2025,Kalol(Kalol),Paploa,Roads,Buhad to malhot,5.79,Village Road,Black Top,,2/330,90,90,0,,,,,,,,,,,Totally Damaged,90,1,,31.299154,76.641812,Recieved from Others,Raj kumar ,9817467641
141,Bilaspur,Landslide,07-08-2025,Kalol(Kalol),Salwad,Roads,Marotan to Baghchhal,4,Village Road,Black Top,,0/375,60,60,0,,,,,,,,,,,Severely Damaged,120,1,,31.263182,76.683373,Recieved from Others,Raj kumar ,9817467641
142,Bilaspur,Excessive Rain,07-08-2025,Kalol(Kalol),Salwad,Roads,Marotan to Baghchhal,4,Village Road,Black Top,,1/585 to 1/595,10,10,0,Totally Damaged,10,,,,,,,,,Minor Damage,30,3.5,Undercut,31.269304,76.682174,Recieved from Others,Raj kumar ,9817467641
143,Bilaspur,Landslide,06-08-2025,Kalol(Kalol),Salwad,Roads,Buhad to malhot,5.79,Village Road,Black Top,,4/120 to 4/160,40,40,0,,,,,,,,,,,Severely Damaged,150,2.5,,31.289395,76.650483,Recieved from Others,Raj kumar ,9817467641
144,Bilaspur,Landslide,06-08-2025,Kalol(Kalol),Paploa,Roads,Buhad to malhot,5.79,Village Road,Black Top,,2/930 to 2/960,30,30,0,,,Severely Damaged,15,,,,,,,Totally Damaged,100,2.5,,31.295384,76.641546,Recieved from Others,Raj kumar ,9817467641
145,Bilaspur,Excessive Rain,06-08-2025,Kalol(Kalol),Malangan,Roads,Link road to village kallar,1.5,Village Road,Black Top,,0/260,10,20,0,Minor Damage,10,,,,,,,,,Minor Damage,40,2,Road settlement,31.375443,76.599339,Recieved from Others,Surm singh,9805701639
146,Bilaspur,Landslide,14-08-2025,Kalol(Kalol),Salwad,Roads,Marotan to Dhani ,8,Village Road,Black Top,,0/040 to 0/150,110,110,0,,,Totally Damaged,40,,,,,,,Totally Damaged,110,4,,31.28259,76.671826,Self Visit,,
147,Bilaspur,Landslide,06-08-2025,Kalol(Kalol),Malangan,Roads,Link road to village kallar,1.5,Village Road,Black Top,,0/470 to 0/510,40,40,0,,,Severely Damaged,15,,,,,,,Severely Damaged,80,2.5,,31.37574,76.599339,Recieved from Others,Surm singh,9805701639
148,Bilaspur,Landslide,06-08-2025,Kalol(Kalol),Malangan,Roads,Link road to village kallar,1.5,Village Road,Black Top,,0/010 to 0/040,30,30,0,,,Severely Damaged,15,,,,,,,Severely Damaged,60,3.5,,31.373987,76.600973,Recieved from Others,Surm singh,9805701639
149,Bilaspur,Landslide,06-08-2025,Kalol(Kalol),Malangan,Roads,BBC ROAD,7,Village Road,Black Top,,19/050 to 19/160,,110,0,,,Severely Damaged,20,,,,,,,Severely Damaged,110,1.5,,31.373258,76.60156,Recieved from Others,Surm singh,9805701639
150,Bilaspur,Excessive Rain,06-08-2025,Buhad(Kalol),Dhudhiyan,Roads,Dholak chaknar gah,5,Village Road,Black Top,,0/525,,20,0,,,Totally Damaged,20,,,,,,,Minor Damage,20,2,Land slide,31.318719,76.613502,Self Visit,,
151,Bilaspur,Excessive Rain,29-08-2025,Buhad(Kalol),Paploa,Roads,Chounta Dhani Pukhar,27,Village Road,Black Top,,24/75,,40,0,,,,,,,,,,,Minor Damage,40,0.5,Landslides ,31.286452,76.623478,Self Visit,,
152,Bilaspur,Excessive Rain,06-08-2025,Buhad(Kalol),Jaddu kulzair,Roads,Gangloh Malraoun ,18,Village Road,Black Top,,9/400,,40,0,,,,,,,,,,,Minor Damage,40,0.5,Land slide,31.360292,76.56306,Self Visit,,
153,Bilaspur,Excessive Rain,11-08-2025,Kothipura(Sub-divn. no-3),KOTHIPURA,Roads,Kothipura Parohi Deoth Road ,8.785,Village Road,Black Top,,5/450 to 5/490,40,,40,,,Severely Damaged,40,,,,,,,,,2.5,Damages ,31.258,76.799,Self Visit,,
154,Bilaspur,Excessive Rain,06-08-2025,Buhad(Kalol),Paploa,Roads,CHOUNTA DHANI,27,Village Road,Black Top,,26/095,,50,0,,,,,,,,,,,Minor Damage,50,0.5,Land slide,31.278453,76.626759,Self Visit,,
155,Bilaspur,Excessive Rain,03-09-2025,Buhad(Kalol),Dhudhiyan ,Roads,Theh  Buhad ,14,Village Road,Black Top,,6/510,20,,0,Minor Damage,20,,,Severely Damaged,3,,,,,Minor Damage,150,15,Landslides ,31.347761,76.589837,Self Visit,,
156,Bilaspur,Landslide,14-08-2025,Kalol(Kalol),Salwad,Roads,Marotan to Dhani ,8,Village Road,Black Top,,0/300,,50,0,,,,,,,,,,,Totally Damaged,100,1,,31.282711,76.67113,Self Visit,,
157,Bilaspur,Excessive Rain,06-08-2025,Buhad(Kalol),Paploa,Roads,CHOUNTA DHANI,27,Village Road,Black Top,,24/120,,50,0,,,,,,,,,,,Minor Damage,50,0.5,Land slide,31.286329,76.624555,Self Visit,,
158,Bilaspur,Excessive Rain,06-08-2025,Buhad(Kalol),Paploa,Roads,Chounta Dhani,27,Village Road,Black Top,,22/660,,25,0,,,,,,,,,,,Minor Damage,25,0.25,Land slide,31.296026,76.622268,Self Visit,,
159,Bilaspur,Landslide,21-08-2025,Kalol(Kalol),Dhani,Roads,Marotan to dhani,8,Village Road,Black Top,,5/740 to 5/770,,30,0,,,,,,,,,,,Totally Damaged,100,0.5,,31.278668,76.647446,Self Visit,,
160,Bilaspur,Landslide,14-08-2025,Kalol(Kalol),Salwad,Roads,Marotan to Dhani ,8,Village Road,Black Top,,0/360 to 0/390,,30,0,,,,,,,,,,,Totally Damaged,0,1,,31.282948,76.670855,Self Visit,,
161,Bilaspur,Landslide,03-08-2025,Kalol(Kalol),Paploa,Roads,Buhad to malhot,5.79,Village Road,Black Top,,1/095 to 1/135,40,,0,,,Totally Damaged,40,,,,,,,Totally Damaged,0,4.5,,31.306819,76.636121,Self Visit,,
162,Bilaspur,Excessive Rain,20-08-2025,Chharol(Sub-divn. no-3),chharol,Roads,National Highway Old NH 205 Chandigarh Mandi Manali Road Manali Road,11,Major District Road,Black Top,,112/560 to 112/600 ,40,40,0,Totally Damaged,40,,,,,,,,,,,10,damage Road,31.255,76.769,Self Visit,,
163,Bilaspur,Excessive Rain,29-07-2025,Buhad(Kalol),Jaddu,Roads,Jadu badgaun gallu ,19,Village Road,Water Bound Macadem,,2/705,,60,0,,,,,,,,,,,Severely Damaged,50,0.5,,31.391165,76.533806,Self Visit,,
164,Bilaspur,Landslide,21-08-2025,Kalol(Kalol),Dhani,Roads,Marotan to dhani,8,Village Road,Black Top,,5/210 to 5/250,40,,0,,,Minor Damage,40,,,,,,,Totally Damaged,100,4.5,,31.29166,76.636759,Self Visit,,
165,Bilaspur,Excessive Rain,13-08-2025,N.b.t. (changer)(Sub-divn. no-2 bilaspur.),MC Lakhanpur,Roads,Chandigarh Mandi Manali road Km. 127/00 to 156/750.,29.75,Major District Road,Earthen Road,,131/00 to 131/300,,,300,,,,,,,,,,,Minor Damage,,0.95,,31.325454,74,Self Visit,,
166,Bilaspur,Excessive Rain,07-08-2025,Dholra(Sub-divn. no-2 bilaspur.), BALNA BRAMNA,Roads,lINK ROAD TO VILLAGE LUHNOO ,1.15,Village Road,Black Top,,0/255 TO 0/265,10,10,,Minor Damage,10,,,,,,,,,,,0.5,,31.379761,76.737658,Self Visit,,
167,Bilaspur,Excessive Rain,13-08-2025,Bandla(Sub-divn. no-2 bilaspur.),Bandla,Roads,Binayakghat Bandla Sihra Bilaspur Road Km 0/0 to 23/00,23,Major District Road,Black Top,,10/710 to 10/720,10,10,,Minor Damage,10,,,,,,,,,,,2.5,,31.336339,76.790428,Self Visit,,
168,Bilaspur,Excessive Rain,11-08-2025,Bandla(Sub-divn. no-2 bilaspur.),Oel,Roads,Binayakghat Bandla Sihra Bilaspur road KM. 0/00 to 23/00,23,Major District Road,Earthen Road,,22/300 to 22/800,,,500,,,,,,,,,,,Minor Damage,500,1,,31.34679,76.765424,Self Visit,,
169,Bilaspur,Excessive Rain,21-07-2025,Dholra(Sub-divn. no-2 bilaspur.),Balh Bhulwana CHANDPUR BALNA BRAMNA,Roads,Kothi Tarer ,7.2,Village Road,Black Top,,3/630 TO 3/645,15,15,,Minor Damage,15,,,,,,,,,,,2.5,,31.369587,76.729591,Self Visit,,
170,Bilaspur,Excessive Rain,08-08-2025,Berthin(Berthin),,Roads,Sunhani-Doon road,4.51,Village Road,Black Top,,0/980to 1/000,20,20,0,Additional R/Wall Required,20,,,Minor Damage,1,Minor Damaged,1,,,Minor Damage,10,5,Requires Retaining wall,31.414107,76.667384,Self Visit,,
171,Bilaspur,Excessive Rain,06-08-2025,Berthin(Berthin),Sunhani,Roads,GTB MDR116 road ,31,Major District Road,Black Top,,6/800 to 6/810,10,,10,,,,,,,,,,,Severely Damaged,10,6,Requires Retaining wall towards valley side,31.411975,76.67407,Self Visit,,
172,Bilaspur,Excessive Rain,14-08-2025,Buhad(Kalol),Dhudhiyan ,Roads,Theh to Buhad,14.1,Village Road,Black Top,,8435,15,,0,Totally Damaged,15,,,,,,,,,Minor Damage,50,3,Landslides ,31.33737,76.600628,Self Visit,,
173,Bilaspur,Landslide,29-07-2025,Kalol(Kalol),Paploa,Roads,Buhad to malhot,5.79,Village Road,Black Top,,1/250 to 1/260,10,,0,,,Severely Damaged,10,,,,,,,Severely Damaged,50,1.5,,31.306115,76.636774,Self Visit,,
174,Bilaspur,Excessive Rain,29-07-2025,Kalol(Kalol),Paploa,Roads,Buhad to malhot,5.79,Village Road,Black Top,,1/500 to 1/530,,30,0,,,,,,,,,,,Severely Damaged,80,1.5,Land slide at km ,31.304333,76.639736,Self Visit,,
175,Bilaspur,Excessive Rain,29-07-2025,Kalol(Kalol),Salwad,Roads,Baghchhal to marotan,4,Village Road,Black Top,,0/105,,50,0,,,Minor Damage,30,,,,,,,Severely Damaged,100,3.5,Minor landslides from km 0/030 to 0/600,31.1542,76.4101,Self Visit,,
176,Bilaspur,Excessive Rain,21-08-2025,Kalol(Kalol),Salwad,Roads,BJSM ROAD,20,Village Road,Black Top,,15/495 to 15/535,40,,0,Additional R/Wall Required,40,,,,,,,,,Minor Damage,100,15,Retaining wall required,31.299462,76.657694,Self Visit,,
177,Bilaspur,Landslide,24-07-2025,Kalol(Kalol),Dhani,Roads,Marotan to dhani,8,Village Road,Black Top,,5/165,,30,0,,,Totally Damaged,25,,,,,,,Totally Damaged,50,3,,31.279788,76.651105,Recieved from Others,Raj kumar ,9817467641
178,Bilaspur,Landslide,29-08-2025,Kalol(Kalol),Salwad,Roads,Link road to village kutheran,1.5,Village Road,Black Top,,0/495,,30,0,,,Minor Damage,10,,,,,,,Totally Damaged,60,1,,31.295844,76.662378,Self Visit,,
179,Bilaspur,Landslide,21-08-2025,Kalol(Kalol),Salwad,Roads,Buhad to malhot,5.79,Village Road,Black Top,,5/600 to 5/620,,20,0,,,,,,,,,,,Totally Damaged,150,0.5,,31.284371,76.65533,Self Visit,,
180,Bilaspur,Excessive Rain,16-07-2025,Kalol(Kalol),Kalol,Roads,BJSM ROAD,20,Village Road,Black Top,,4/800,,30,0,,,Minor Damage,10,,,,,,,Severely Damaged,250,2,Road side berms damaged km 4/500 to 5/550,31.349485,76.604829,Self Visit,,
181,Bilaspur,Excessive Rain,18-08-2025,Buhad(Kalol),Dhudhiyan ,Roads,Theh  Buhad ,14.1,Village Road,Black Top,,5/210,,30,0,,,,,,,,,,,Minor Damage,30,0.5,Landslides ,31.354738,76.583978,Self Visit,,
182,Bilaspur,Excessive Rain,18-08-2025,Buhad(Kalol),Dhudhiyan ,Roads,Theh  Buhad ,14.1,Village Road,Black Top,,4/035,,15,0,Minor Damage,15,,,,,,,,,Minor Damage,50,,Landslides ,31.361977,76.576763,Self Visit,,
183,Bilaspur,Excessive Rain,21-07-2025,Kalol(Kalol),Bharolikallan,Roads,BBC ROAD,7,Major District Road,Black Top,,19/030,,120,0,,,Minor Damage,60,,,,,,,Totally Damaged,230,,Landslides,31.373158,76.602185,Self Visit,,
184,Bilaspur,Landslide,21-08-2025,Kalol(Kalol),Paploa,Roads,Buhad to malhot,5.79,Village Road,Black Top,,0/450 to 0/470,,20,0,,,,,,,,,,,Totally Damaged,100,0.5,,31.311034,76.631909,Self Visit,,
185,Bilaspur,Excessive Rain,21-07-2025,Kalol(Kalol),Salwad,Roads,Salwad to Balh chalog road,5,Village Road,Black Top,,0/400,,,0,,,,,,,,,,,Severely Damaged,0,5,,31.287038,76.66913,Self Visit,,
186,Bilaspur,Excessive Rain,19-08-2025,Chharol(Sub-divn. no-3),chharol,Roads,National Highway No.205,11,Major District Road,Black Top,,113/150 to 113/165,15,15,0,Severely Damaged,15,,,,,,,,,,,2.5,R/wall ,31.22,76.77,Self Visit,,
187,Bilaspur,Excessive Rain,19-08-2025,Store (dholra)(Sub-divn. no-3),kALLAR ,Roads,National Highway No.205,5,Major District Road,Black Top,,116.390 TO 116.415,25,25,0,Totally Damaged,25,,,,,,,,,,,2.5,Road Damage in R/wall ,31.27,76.74,Self Visit,,
188,Bilaspur,Excessive Rain,19-08-2025,Kothipura(Sub-divn. no-3),KOTHIPURA ,Roads, Link Road to  HB Naisarli ,2.4,Village Road,Black Top,,R/WALL ,40,40,0,Severely Damaged,40,,,,,,,,,,,4.5,R/wall ,31.28,76.75,Self Visit,,
189,Bilaspur,Excessive Rain,14-08-2025,Kalol(Kalol),Bharolikallan,Roads,BBC ROAD,7,Village Road,Black Top,,25/280 to 25/320,40,,0,Totally Damaged,40,,,Totally Damaged,3,,,,,Totally Damaged,150,50,,31.391439,76.561478,Self Visit,,
190,Bilaspur,Excessive Rain,16-08-2025,Dholra(Sub-divn. no-2 bilaspur.), BALNA BRAMNA,Roads,Kothi Tarer ,7.2,Village Road,Black Top,,4/720 TO 4/735,15,15,,Minor Damage,15,,,,,,,,,,,1,,31.377635,76.732687,Self Visit,,
191,Bilaspur,Excessive Rain,16-08-2025,Dholra(Sub-divn. no-2 bilaspur.), BALNA BRAMNA,Roads,lINK ROAD TO VILLAGE LUHNOO kANITAN KM 0/00 TO 1/150.,1.15,Village Road,Black Top,,0/00 TO 0/400,200,,200,Minor Damage,60,Minor Damage,30,,,,,,,Minor Damage,200,0.5,,31.37817,76.73204,Self Visit,,
192,Bilaspur,Landslide,14-08-2025,Kalol(Kalol),Bharolikallan,Roads,BBC ROAD,7,Village Road,Black Top,,25/125,,40,0,,,,,,,,,,,Severely Damaged,80,1,,31.390799,76.561436,Self Visit,,
193,Bilaspur,Landslide,21-08-2025,Kalol(Kalol),Salwad,Roads,Marotan to dhani,8,Village Road,Black Top,,0/160 to 0/180,,20,0,,,,,,,,,,,Totally Damaged,100,0.5,,31.282039,76.672296,Self Visit,,
